restaurant_name,city,location,cuisine,cost_for_two,rating,restaurant_url,region
Chaska,Faridabad,"NIT, Faridabad",North Indian,₹550,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/chaska-nit-faridabad-115157,North India
Dastak,Faridabad,"Sector 16, Faridabad",Multicuisine,₹1000,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/dastak-sector-16-faridabad-701685?deal_types[]=postpaid,North India
34 Chowringhee Lane,Faridabad,"New Industrial Town, Faridabad",Fast Food,₹600,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/34-chowringhee-lane-new-industrial-town-faridabad-687169,North India
Bata Chowk SOCIAL,Faridabad,"Sector 12, Faridabad",Multicuisine,₹1600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bata-chowk-social-sector-12-faridabad-708530?deal_types[]=postpaid,North India
Vyrus Lounge and Bar,Faridabad,Eldeco Station 1 Mall,Multicuisine,₹1400,3.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/vyrus-lounge-and-bar-eldeco-station-1-mall-683440?deal_types[]=postpaid,North India
Gola Sizzlers,Faridabad,"New Industrial Town, Faridabad","Sizzlers, Multicuisine",₹2000,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/gola-sizzlers-new-industrial-town-faridabad-694968?deal_types[]=postpaid,North India
Msai Mara - The Cocktail Jungle,Faridabad,"Sector 16, Faridabad","Cocktail Menu, Multicuisine",₹2000,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/msai-mara-the-cocktail-jungle-sector-16-faridabad-688006?deal_types[]=postpaid,North India
Cicily,Faridabad,"Sector 12, Faridabad",Multicuisine,₹1200,3.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/cicily-sector-12-faridabad-696107?deal_types[]=postpaid,North India
Culinaire,Faridabad,"Sector 15, Faridabad","Chinese, Thai",₹1200,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/culinaire-sector-15-faridabad-683829?deal_types[]=postpaid,North India
The Great Kabab Factory,Faridabad,"Radisson Blu, Faridabad","North Indian, Cocktail Menu",₹4000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-great-kabab-factory-radisson-blu-faridabad-690315?deal_types[]=postpaid,North India
Imperfecto Shor Faridabad,Faridabad,"Pebble Downtown Mall, Faridabad","Italian, Mediterranean",₹1700,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/imperfecto-shor-faridabad-pebble-downtown-mall-faridabad-701056,North India
Cafe Delhi Heights,Faridabad,"Sector 12, Faridabad",Multicuisine,₹1000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/cafe-delhi-heights-sector-12-faridabad-692655?deal_types[]=postpaid,North India
Ashirwad Restaurant,Faridabad,"Sector 16, Faridabad",Multicuisine,₹600,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/ashirwad-restaurant-sector-16-faridabad-693062?deal_types[]=postpaid,North India
Barbeque Nation,Faridabad,"Pacific Mall, NIT Faridabad",Multicuisine,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/barbeque-nation-pacific-mall-nit-faridabad-708102,North India
Rajwada Bhog,Faridabad,"Pacific Mall, NIT Faridabad",Gujarati,₹950,3.7,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/rajwada-bhog-pacific-mall-nit-faridabad-708153?deal_types[]=postpaid,North India
Cafe Buddy's Espresso,Faridabad,"Sector 15, Faridabad",Cafe,₹600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/cafe-buddys-espresso-sector-15-faridabad-697820?deal_types[]=postpaid,North India
Cove The Bar,Faridabad,"Radisson Blu, Faridabad","Finger Food, Cocktail Menu",₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/cove-the-bar-radisson-blu-faridabad-669682?deal_types[]=postpaid,North India
Flavours,Faridabad,"Delite Sarovar Portico, Faridabad","Chinese, North Indian",₹1600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/flavours-delite-sarovar-portico-faridabad-696853?deal_types[]=postpaid,North India
Chicago Pizza,Faridabad,"Sector 14, Faridabad",Pizza,₹600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/chicago-pizza-sector-14-faridabad-682125,North India
Stormborn,Faridabad,"Sector 16, Faridabad",Fast Food,₹900,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/stormborn-sector-16-faridabad-687752,North India
Wow! Momo,Faridabad,"NIT, Faridabad",Momos,₹400,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/wow-momo-nit-faridabad-686434,North India
The Curry Leaf,Faridabad,"New Industrial Town, Faridabad",Multicuisine,₹900,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-curry-leaf-new-industrial-town-faridabad-700052?deal_types[]=postpaid,North India
Fluffy Stack Cafe,Faridabad,"New Industrial Town, Faridabad",Cafe,₹600,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/fluffy-stack-cafe-new-industrial-town-faridabad-699688?deal_types[]=postpaid,North India
Kegtus - Pitcher's & Pinot,Faridabad,"Sector 15, Faridabad",Multicuisine,₹1200,1.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/kegtus-pitchers-pinot-sector-15-faridabad-698485?deal_types[]=postpaid,North India
Pie 79,Faridabad,"Sector 20, Faridabad",Pizza,₹400,3.8,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/pie-79-sector-20-faridabad-687175?deal_types[]=postpaid,North India
Peach - Microbrewery bar & Kitchen,Faridabad,"New Industrial Town, Faridabad",Multicuisine,₹1800,2.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/peach-microbrewery-bar-kitchen-new-industrial-town-faridabad-706768?deal_types[]=postpaid,North India
Dorrance Cafe Club and Bar,Faridabad,"Sector 81, Faridabad, Faridabad",Cocktail Menu,₹1500,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/dorrance-cafe-club-and-bar-sector-81-faridabad-687451?deal_types[]=postpaid,North India
Veranda,Faridabad,"Park Plaza, Faridabad",Multicuisine,₹2200,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/veranda-park-plaza-sector-21-faridabad-111748?deal_types[]=postpaid,North India
The Beer Cafe,Faridabad,"Omaxe World Street, Sector 79, Faridabad","Cocktail Menu, Multicuisine",₹1200,3.3,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-beer-cafe-omaxe-world-street-sector-79-faridabad-694619?deal_types[]=postpaid,North India
The Litti Chokha,Faridabad,"Omaxe World Street, Sector 79, Faridabad",Bihari,₹600,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-litti-chokha-omaxe-world-street-sector-79-faridabad-673986?deal_types[]=postpaid,North India
Haldiram's,Faridabad,"Sector 16, Faridabad",Street Food,₹400,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/haldirams-sector-16-faridabad-698937,North India
PVR,Faridabad,"Pacific Mall, NIT Faridabad",₹500 for two,,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/pvr-pacific-mall-nit-faridabad-696010,North India
Bikanervala,Faridabad,"Mathura Road, Faridabad",Multicuisine,₹400,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bikanervala-mathura-road-119614,North India
The Burger Club,Faridabad,"Sector 15, Faridabad",Fast Food,₹350,4.8,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/the-burger-club-sector-15-faridabad-670985,North India
World Cafe,Faridabad,"Vibe by the Lalit Traveller, Faridabad",Multicuisine,₹1000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/world-cafe-vibe-by-the-lalit-traveller-mathura-road-111808?deal_types[]=postpaid,North India
Dosa Coffee,Faridabad,"Sector 15, Faridabad",South Indian,₹400,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/dosa-coffee-sector-15-faridabad-703045,North India
Chaayos,Faridabad,"Sector 15, Faridabad",Cafe,₹400,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/chaayos-sector-15-faridabad-673176,North India
Paradise Inn,Faridabad,"Sector 17, Faridabad","North Indian, Chinese",₹500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/paradise-inn-sector-17-faridabad-113435,North India
Taco Bell,Faridabad,"Pacific Mall, NIT Faridabad",₹600 for two,,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/taco-bell-pacific-mall-nit-faridabad-705134,North India
Bean House,Faridabad,"Sector 15, Faridabad",Cafe,₹700,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bean-house-sector-15-faridabad-699573,North India
Delhi Chai Cafe,Faridabad,"Sector 16, Faridabad","Coffee and Tea, Fast Food",₹300,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/delhi-chai-cafe-sector-16-faridabad-693465,North India
Panoramic,Faridabad,"Suraj Kund, Faridabad","Chinese, Indian",₹2100,3.7,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/panoramic-the-atrium-suraj-kund-faridabad-113296?deal_types[]=postpaid,North India
Barbeque Nation,Faridabad,"Crown Interiorz Mall, Faridabad","Multicuisine, Barbeque",₹1950,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/barbeque-nation-sector-35-faridabad-118831,North India
Berco's,Faridabad,"Crown Interiorz Mall, Faridabad",Chinese,₹1100,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bercos-121452?deal_types[]=postpaid,North India
Pind Balluchi,Faridabad,"Crown Interiorz Mall, Faridabad",North Indian,₹1200,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/pind-balluchi-crown-interiorz-mall-faridabad-692658?deal_types[]=postpaid,North India
Zoca Diner,Faridabad,"Omaxe World Street, Sector 79, Faridabad",Multicuisine,₹1000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/zoca-diner-omaxe-world-street-sector-79-faridabad-699755?deal_types[]=postpaid,North India
Bistro 57,Faridabad,"Omaxe World Street, Sector 79, Faridabad",Multicuisine,₹700,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bistro-57-omaxe-world-street-sector-79-faridabad-684637?deal_types[]=postpaid,North India
Zenba,Faridabad,"Vibe by the Lalit Traveller, Faridabad",Multicuisine,₹1200,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/zenba-vibe-by-the-lalit-traveller-faridabad-700923?deal_types[]=postpaid,North India
Punjabi By Nature,Faridabad,"Sector 81, Faridabad, Faridabad",North Indian,₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/punjabi-by-nature-sector-81-faridabad-faridabad-709190?deal_types[]=postpaid,North India
Geoffrey's,Faridabad,"Park Plaza, Faridabad","Multicuisine, Cocktail Menu",₹2500,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/geoffreys-pub-park-plaza-sector-21-faridabad-112386?deal_types[]=postpaid,North India
Banjara,Faridabad,"Goldfinch Hotel, Faridabad",Multicuisine,₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/banjara-goldfinch-hotel-suraj-kund-640090?deal_types[]=postpaid,North India
Biryani Blues,Faridabad,"Omaxe World Street, Sector 79, Faridabad",Biryani,₹700,3.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/biryani-blues-omaxe-world-street-sector-79-faridabad-682323,North India
24/7,Faridabad,"The LaLiT Mangar, Faridabad",Multicuisine,₹2500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/247-the-lalit-mangar-faridabad-683156?deal_types[]=postpaid,North India
Leaf,Faridabad,"Sector 86, Faridabad",Multicuisine,₹1200,2.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/leaf-sector-86-faridabad-697440?deal_types[]=postpaid,North India
Indian Origin,Faridabad,"Sector 81, Faridabad, Faridabad",Modern Indian,₹1600,4.9,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/indian-origin-sector-81-faridabad-faridabad-694672,North India
Moti Mahal Delux,Faridabad,"Omaxe World Street, Sector 79, Faridabad",Multicuisine,₹800,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/moti-mahal-delux-omaxe-world-street-sector-79-faridabad-684963,North India
Xero Degrees,Faridabad,"Omaxe World Street, Sector 79, Faridabad",Cafe,₹800,3.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/xero-degrees-omaxe-world-street-sector-79-faridabad-695242?deal_types[]=postpaid,North India
Arisii (The Coastal Kitchen),Faridabad,"Vibe by the Lalit Traveller, Faridabad",South Indian,₹1200,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/arisii-the-coastal-kitchen-vibe-by-the-lalit-traveller-faridabad-700928?deal_types[]=postpaid,North India
Le Chef Restrobar,Faridabad,"Sector 37, Faridabad",Multicuisine,₹1200,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/le-chef-restro-bar-sector-37-faridabad-111179?deal_types[]=postpaid,North India
Sassy Mia! - Lounge,Faridabad,"Sector 37, Faridabad",Multicuisine,₹1200,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/sassy-mia-lounge-sector-37-faridabad-688810?deal_types[]=postpaid,North India
CAFE SMILEY 2.0,Faridabad,"Sector 82, Faridabad",Indian,₹1100,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/cafe-smiley-20-sector-82-faridabad-699581?deal_types[]=postpaid,North India
Barista Coffee,Faridabad,"Charmwood Plaza, Sector 39, Faridabad",Cafe,₹600,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/barista-coffee-charmwood-plaza-sector-39-faridabad-703966,North India
Sony Bakers,Faridabad,"Sector 22, Faridabad, Faridabad",Bakery,₹300,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/sony-bakers-sector-22-faridabad-faridabad-686800,North India
TAK - The Aravali Kitchen,Faridabad,"Courtyard by Marriott Aravali Resort, Faridabad",Multicuisine,₹3500,3.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/tak-the-aravali-kitchen-courtyard-by-marriott-aravali-resort-faridabad-691914,North India
Box of Cake,Faridabad,"Sector 35, Faridabad",Bakery,₹600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/box-of-cake-sector-35-faridabad-687113,North India
Bar,Faridabad,"The LaLiT Mangar, Faridabad","Finger Food, Cocktail Menu",₹2500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/bar-the-lalit-mangar-faridabad-683154?deal_types[]=postpaid,North India
Alfresco,Faridabad,"The LaLiT Mangar, Faridabad",Multicuisine,₹2500,3.6,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/alfresco-the-lalit-mangar-faridabad-683152?deal_types[]=postpaid,North India
Cafe Umami,Faridabad,"Sector 29, Faridabad","Beverages, Multicuisine",₹600,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/cafe-umami-sector-29-faridabad-687808?deal_types[]=postpaid,North India
YOLO Cafe,Faridabad,"Sector 88, Faridabad",Multicuisine,₹600,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/yolo-cafe-sector-88-faridabad-685185?deal_types[]=postpaid,North India
Spice O' Cafe,Faridabad,"Omaxe World Street, Sector 79, Faridabad",Cafe,₹400,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/spice-o-cafe-omaxe-world-street-sector-79-faridabad-690372,North India
Spicy Tadka,Faridabad,"Sector 10, Faridabad",Indian,₹600,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/spicy-tadka-sector-10-faridabad-673679,North India
Sardar Ji Restaurant,Faridabad,"Sector 37, Faridabad",Indian,₹400,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/sardar-ji-restaurant-sector-37-faridabad-693340?deal_types[]=postpaid,North India
Aromas of Pind,Faridabad,"Sector 37, Faridabad",Multicuisine,₹800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/aromas-of-pind-sector-37-faridabad-688851?deal_types[]=postpaid,North India
Huang,Faridabad,"Courtyard by Marriott Aravali Resort, Faridabad",Multicuisine,₹3500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/huang-courtyard-by-marriott-aravali-resort-faridabad-691919,North India
World Juice Center,Faridabad,"Omaxe World Street, Sector 79, Faridabad",Indian,₹200,1.0,https://www.eazydiner.comhttps://www.eazydiner.com/delhi-ncr/world-juice-center-omaxe-world-street-sector-79-faridabad-690500,North India
Palms Rooftop,Chandigarh,"Hotel Sunbeam Premium, Sector 22",Multicuisine,₹800,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/palms-rooftop-hotel-sunbeam-premium-sector-22-684823?deal_types[]=postpaid,North India
Palms Restaurant,Chandigarh,"Hotel Sunbeam Premium, Sector 22",Multicuisine,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/the-palms-134-restro-bar-hotel-sunbeam-premium-hotel-sunbeam-premium-sector-22-653693?deal_types[]=postpaid,North India
Jullundur Restaurant,Chandigarh,"The Jullundar, Chandigarh",Chinese,₹1100,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/jullundur-restaurant-sector-10-chandigarh-chandigarh-653707?deal_types[]=postpaid,North India
Winnis Resto Bar,Chandigarh,"Sector 17, Chandigarh",Multicuisine,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/vinnis-resto-bar-sector-17-chandigarh-684609?deal_types[]=postpaid,North India
Sai Sweets,Chandigarh,"Sector 21, Chandigarh",Indian,₹800,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/sai-sweets-sector-21-chandigarh-704932,North India
Downtown Cafe and Kitchen 21,Chandigarh,"Sector 21, Chandigarh",Multicuisine,₹850,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/downtown-cafe-and-kitchen-21-sector-21-chandigarh-708896?deal_types[]=postpaid,North India
Ketliwala,Chandigarh,"Sector 22, Chandigarh",Street Food,₹800,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/ketliwala-sector-22-chandigarh-690377?deal_types[]=postpaid,North India
Tiger Five,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹1400,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/tiger-five-sector-26-chandigarh-693209?deal_types[]=postpaid,North India
Prankster,Chandigarh,"Sector 26, Chandigarh","Modern Indian, Cocktail Menu",₹1500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/prankster-sector-26-chandigarh-670364?deal_types[]=postpaid,North India
City Cabana,Chandigarh,"Hotel City Heart Premium, Chandigarh",Multicuisine,₹1200,3.8,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/city-cabana-hotel-city-heart-premium-sector-17-chandigarh-653672?deal_types[]=postpaid,North India
Flavours,Chandigarh,"Hotel City Heart Premium, Chandigarh",Multicuisine,₹800,3.5,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/flavours-hotel-city-heart-premium-sector-17-chandigarh-654738?deal_types[]=postpaid,North India
Biryani By Kilo,Chandigarh,"Sector 30, Chandigarh",Biryani,₹700,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/biryani-by-kilo-sector-30-chandigarh-672082?deal_types[]=postpaid,North India
The Local House,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹1500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/the-local-house-sector-26-chandigarh-709034?deal_types[]=postpaid,North India
Pinnd,Chandigarh,"Sector 22, Chandigarh",Indian,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/pinnd-sector-22-chandigarh-705259?deal_types[]=postpaid,North India
Wild Thyme,Chandigarh,"Sector 7, Chandigarh","Italian, Mediterranean, Continental",₹2100,3.1,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/wild-thyme-sector-7-chandigarh-691548?deal_types[]=postpaid,North India
O Chicken,Chandigarh,"Sector 8, Chandigarh",Fast Food,₹400,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/o-chicken-sector-8-chandigarh-690334?deal_types[]=postpaid,North India
Sante Brewery & Kitchen,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/sante-brewery-kitchen-sector-26-chandigarh-696762?deal_types[]=postpaid,North India
Sir Dough,Chandigarh,"Sector 7, Chandigarh","Italian, Continental",₹1200,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/sir-dough-sector-7-chandigarh-693696?deal_types[]=postpaid,North India
Seville Bar and Lounge,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹2500,4.9,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/seville-bar-and-lounge-sector-26-chandigarh-694296?deal_types[]=postpaid,North India
Moti Mahal Delux,Chandigarh,"Sector 7, Chandigarh","North Indian, Chinese",₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/moti-mahal-delux-sector-7-chandigarh-694207?deal_types[]=postpaid,North India
Ministry of Bar Exchange,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹2000,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/ministry-of-bar-exchange-sector-26-chandigarh-chandigarh-653795?deal_types[]=postpaid,North India
Karim's,Chandigarh,"Sector 26, Chandigarh",Mughlai,₹1100,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/karims-sector-26-chandigarh-682099?deal_types[]=postpaid,North India
Zinnia - Abstract Dining,Chandigarh,"Sector 10, Chandigarh",Multicuisine,₹1500,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/zinnia-abstract-dining-sector-10-chandigarh-690526?deal_types[]=postpaid,North India
Velora Elysian Bar,Chandigarh,"Sector 7, Chandigarh",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/velora-elysian-bar-sector-7-chandigarh-709424?deal_types[]=postpaid,North India
Cafe De Piccolo,Chandigarh,"Sector 9, Chandigarh",Italian,₹1200,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/cafe-de-piccolo-sector-9-chandigarh-697020?deal_types[]=postpaid,North India
The Cafe @ JW,Chandigarh,"JW Marriott, Chandigarh",Multicuisine,₹3500,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/the-cafe-at-jw-sector-35-chandigarh-655995?deal_types[]=postpaid,North India
Cafe Olio,Chandigarh,"Sector 35, Chandigarh","Cafe, Multicuisine",₹1500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/cafe-olio-sector-35-chandigarh-705341?deal_types[]=postpaid,North India
Eddies,Chandigarh,"Sector 26, Chandigarh","Italian, Continental, American",₹1600,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/eddies-sector-26-chandigarh-682669?deal_types[]=postpaid,North India
XO - JW Marriott,Chandigarh,"JW Marriott, Chandigarh",Chinese,₹2500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/xo-jw-marriott-jw-marriott-chandigarh-682752?deal_types[]=postpaid,North India
Xero Degrees,Chandigarh,"Sector 35, Chandigarh","Beverages, Cafe, Fast Food",₹800,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/xero-degrees-sector-35-chandigarh-683928?deal_types[]=postpaid,North India
Dhaba 7,Chandigarh,"Sector 7, Chandigarh",North Indian,₹1200,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/dhaba-estd-1986-chandigarh-sector-7-chandigarh-669280?deal_types[]=postpaid,North India
Casa Bella Vista Pizzeria,Chandigarh,"Sector 10, Chandigarh",Pizza,₹1000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/casa-bella-vista-pizzeria-sector-10-chandigarh-chandigarh-653867?deal_types[]=postpaid,North India
Rhapsody,Chandigarh,"Sector 17, Chandigarh",Multicuisine,₹1600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/rhapsody-sector-17-chandigarh-708545?deal_types[]=postpaid,North India
Space,Chandigarh,"Hotel City Heart Premium, Chandigarh",Multicuisine,₹800,3.8,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/space-hotel-city-heart-premium-sector-17-chandigarh-654704?deal_types[]=postpaid,North India
Dialogue Cafe,Chandigarh,"Sector 35, Chandigarh","Beverages, Cafe",₹900,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/dialogue-cafe-sector-35-chandigarh-669620?deal_types[]=postpaid,North India
Barrio By Bodega,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹2000,2.3,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/barrio-by-bodega-sector-26-chandigarh-700551?deal_types[]=postpaid,North India
Chaayos,Chandigarh,"Sector 22, Chandigarh","Cafe, Street Food",₹500,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/chaayos-sector-22-chandigarh-669687,North India
Sago-Spice Symphony,Chandigarh,"Sector 26, Chandigarh",Indian,₹2500,4.9,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/sago-spice-symphony-sector-26-chandigarh-694295?deal_types[]=postpaid,North India
Mom's Kitchen,Chandigarh,"Sector 22, Chandigarh",Indian,₹400,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/mom-s-kitchen-sector-22-chandigarh-chandigarh-653943,North India
Meliaa- Fine Cuisine Bar,Chandigarh,"Sector 8, Chandigarh",Multicuisine,₹1500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/melia-fine-cuisine-bar-sector-8-chandigarh-702113?deal_types[]=postpaid,North India
Avra x  dochi pizzeria,Chandigarh,"Sector 7, Chandigarh","Pizza, Italian",₹1500,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/avra-x-dochi-pizzeria-sector-7-chandigarh-699473?deal_types[]=postpaid,North India
The G.T. Road,Chandigarh,"Sector 26, Chandigarh",Indian,₹2500,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/the-gt-road-sector-26-chandigarh-661796?deal_types[]=postpaid,North India
Talez Patisserie & Kitchen,Chandigarh,"Sector 26, Chandigarh",Multicuisine,₹1500,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh/talez-patisserie-kitchen-sector-26-chandigarh-685928?deal_types[]=postpaid,North India
Sip & Stories - Premium BYOB,Chandigarh,"Sector 7, Chandigarh",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/chandigarh-tricity/sip-stories-premium-byob-sector-7-chandigarh-708907?deal_types[]=postpaid,North India
