restaurant_name,city,location,cuisine,cost_for_two,rating,restaurant_url,region
Barbeque Nation,Kochi,"Lulu Mall, Kochi",Multicuisine,₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/barbeque-nation-lulu-mall-kochi-686018,South India
Talk of the Town,Kochi,"Palarivattom, Kochi",Multicuisine,₹550,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/talk-of-the-town-palarivattom-kochi-710416?deal_types[]=postpaid,South India
Caper,Kochi,"Four Points by Sheraton, Kochi",Finger Food,₹2600,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/caper-four-points-by-sheraton-kochi-685135?deal_types[]=postpaid,South India
Ceylon Bake House,Kochi,"Ernakulam South, Kochi",Indian,₹1000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/ceylon-bake-house-ernakulam-south-kochi-703949?deal_types[]=postpaid,South India
The Pavilion,Kochi,The Renai Cochin,Multicuisine,₹1300,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/the-pavilion-the-renai-cochin-687326?deal_types[]=postpaid,South India
Chopstix,Kochi,"Kakkanad, Kochi",Pan Asian,₹700,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/chopstix-kakkanad-kochi-685280?deal_types[]=postpaid,South India
Jetty,Kochi,"Fort, Kochi",Multicuisine,₹1500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/jetty-fort-kochi-kochi-685733?deal_types[]=postpaid,South India
Hoy Punjab,Kochi,"Hotel Garden Inn, Kochi","Chinese, North Indian",₹1500,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/hoy-punjab-hotel-garden-inn-kochi-685253?deal_types[]=postpaid,South India
Chopstix Signature,Kochi,"Panampilly Nagar, Kochi","Thai, Chinese",₹700,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/chopstix-signature-panampilly-nagar-685228?deal_types[]=postpaid,South India
Big Mouth BBQ & Grill,Kochi,"Kakkanad, Kochi",Multicuisine,₹1000,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/big-mouth-bbq-grill-kakkanad-kochi-703961?deal_types[]=postpaid,South India
Kubaba Kuzhimandhi,Kochi,"Edappally, Kochi","Arabian, Mandi",₹900,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/kubaba-kuzhimandhi-edappally-kochi-697796,South India
Mosaic,Kochi,"Crowne Plaza, Kochi",Multicuisine,₹1450,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/mosaic-crowne-plaza-kochi-684712?deal_types[]=postpaid,South India
United Coconut by Chef Pillai,Kochi,"Centre Square Mall, Mahatma Gandhi Road",Multicuisine,₹1000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/united-coconut-by-chef-pillai-centre-square-mall-mahatma-gandhi-road-698980,South India
WOK THE BEAT,Kochi,"Cheranallur, Kochi",Korean,₹600,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/wok-the-beat-cheranallur-kochi-703013?deal_types[]=postpaid,South India
Meen by Chef Pillai,Kochi,"Forum mall, Kochi",South Indian,₹1000,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/meen-by-chef-pillai-forum-mall-kochi-699753,South India
Ciao Cochin,Kochi,"Holiday Inn Cochin, Kochi",Italian,₹1500,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/ciao-cochin-holiday-inn-cochin-kochi-684424?deal_types[]=postpaid,South India
Kerala Cafe,Kochi,"Fort, Kochi","Kerala, Seafood",₹500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/kerala-cafe-fort-kochi-706335,South India
Artiste The Restaurant by Marriott Bonvoy,Kochi,"The Artiste, Kochi",Multicuisine,₹1800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/artiste-the-restaurant-by-marriott-bonvoy-the-artiste-kochi-699011?deal_types[]=postpaid,South India
The Salt Restaurant,Kochi,"Thoppumpady, Kochi",Multicuisine,₹800,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/the-salt-restaurant-thoppumpady-kochi-703659,South India
Bektash,Kochi,"Edappally, Kochi",Arabian,₹400,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/bektash-edappally-kochi-706901?deal_types[]=postpaid,South India
Cafe De Bangkok,Kochi,"Kadavantra, Kochi",Pan Asian,₹800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/cafe-de-bangkok-kadavantra-kochi-706492?deal_types[]=postpaid,South India
Vasco Da Gama,Kochi,"Casino Hotel, Kochi","Finger Food, Multicuisine",₹2000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/vasco-da-gama-casino-hotel-kochi-686349,South India
Rasanai Kochi,Kochi,"Panampilly Nagar, Kochi",Kerala,₹800,4.8,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/rasanai-kochi-panampilly-nagar-kochi-704854,South India
Oasis,Kochi,"Holiday Inn Cochin, Kochi",Asian,₹3000,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/oasis-holiday-inn-cochin-kochi-699120?deal_types[]=postpaid,South India
The Hearth Kitchen,Kochi,"Kakkanad, Kochi",Italian,₹700,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/the-hearth-kitchen-kakkanad-kochi-689649?deal_types[]=postpaid,South India
Nasi And Mee,Kochi,"M.G. Road, Kochi",Pan Asian,₹900,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/nasi-and-mee-mg-road-kochi-kochi-685180,South India
Tharavadu Multi-Cuisine Restaurant,Kochi,"Casino Hotel, Kochi","South Indian, Multicuisine",₹1400,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/tharavadu-multi-cuisine-restaurant-casino-hotel-kochi-686353,South India
Let's Dine Riverview,Kochi,"Kakkanad, Kochi",Multicuisine,₹900,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/lets-dine-riverview-kakkanad-kochi-693722,South India
Pandhal Cafè & Deli,Kochi,"Edappally, Kochi","Bakery, Cafe",₹1200,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/pandhal-cafe-deli-edappally-kochi-691744?deal_types[]=postpaid,South India
Aah,Kochi,The Postcard Mandalay Hall,Kerala,₹1800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/aah-the-postcard-mandalay-hall-683451,South India
Armoury Cafe,Kochi,"Brunton Boatyard - CGH Earth, Kochi",Multicuisine,₹2200,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/armoury-cafe-brunton-boatyard-cgh-earth-kochi-696254?deal_types[]=postpaid,South India
Pavillion Restaurant By Abad Fort,Kochi,"Hotel Abad Fort, Kochi",Multicuisine,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/pavillion-restaurant-by-abad-fort-hotel-abad-fort-kochi-704531?deal_types[]=postpaid,South India
Supreme Upper Crust,Kochi,"Vennala, Kochi",Multicuisine,₹1000,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/supreme-upper-crust-vennala-kochi-703170,South India
Let’s Dine Essence,Kochi,"Loft Business Hotel, Kochi",Multicuisine,₹800,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/lets-dine-essence-loft-business-hotel-kochi-705743,South India
Kannimango,Kochi,"Kadavanthra, Kochi",Kerala,₹900,3.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/kannimango-kadavanthra-kochi-700618?deal_types[]=postpaid,South India
The Oven,Kochi,"Durbar Hall Road, Ernakulam, Kochi",Multicuisine,₹600,4.8,https://www.eazydiner.comhttps://www.eazydiner.com/ernakulam/the-oven-durbar-hall-road-ernakulam-684473?deal_types[]=postpaid,South India
Sky Grill Lounge Bar & Restaurant,Kochi,"Crowne Plaza, Kochi","Cocktail Menu, Multicuisine",₹1600,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/sky-grill-lounge-bar-restaurant-crowne-plaza-kochi-684711?deal_types[]=postpaid,South India
Grand Entree,Kochi,"Vennala, Kochi",Multicuisine,₹800,4.8,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/grand-entree-vennala-kochi-704835,South India
District 7 Encore,Kochi,"Kadavanthra, Kochi","Fusion, Asian",₹1500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/district-7-encore-kadavanthra-kochi-684723,South India
The Kettle Tea Lounge,Kochi,"Port Muziris, a Tribute Portfolio Hotel, Kochi","Cafe, Multicuisine",₹1500,1.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/the-kettle-tea-port-muziris-a-tribute-portfolio-hotel-kochi-706486?deal_types[]=postpaid,South India
Fort Cochin Seafood Speciality Kitchen & Lounge,Kochi,"Casino Hotel, Kochi",Seafood,₹1700,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/fort-cochin-seafood-speciality-kitchen-lounge-casino-hotel-kochi-686351,South India
Nagas,Kochi,"Kakkanad, Kochi","Hyderabadi, Andhra",₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/nagas-kakkanad-kochi-703959?deal_types[]=postpaid,South India
The Grillax,Kochi,"Perumbavoor, Kochi",Multicuisine,₹600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/the-grillax-perumbavoor-kochi-706878?deal_types[]=postpaid,South India
Deli KC,Kochi,"Holiday Inn Cochin, Kochi",Multicuisine,₹900,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/deli-kc-holiday-inn-cochin-kochi-684415?deal_types[]=postpaid,South India
Dindigul Thalappakatti,Kochi,"Kalamassery, Kochi",Biryani,₹950,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/dindigul-thalappakatti-kalamassery-kochi-704153,South India
Pandhal Cafè & Deli,Kochi,"Kadavanthra, Kochi",Bakery,₹800,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/pandhal-cafe-deli-kadavanthra-kochi-686901?deal_types[]=postpaid,South India
Thai Soul,Kochi,Grand Hyatt Kochi Bolgatty,Thai,₹2200,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/thai-soul-grand-hyatt-kochi-bolgatty-687022?deal_types[]=postpaid,South India
Restaurant Chef Pillai,Kochi,"Le Meridien, Kochi",South Indian,₹1500,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/restaurant-chef-pillai-le-meridien-kochi-692083,South India
Sky Lounge 10,Kochi,"Olive Downtown, Kochi",Continental,₹1100,3.8,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/sky-lounge-10-kadavanthra-kochi-687673?deal_types[]=postpaid,South India
Aavi,Kochi,"Panampilly Nagar, Kochi",Kerala,₹500,2.3,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/aavi-panampilly-nagar-686223,South India
Spice It,Kochi,"ibis Kochi City Centre, Kochi",Multicuisine,₹2478,3.7,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/spice-it-ibis-kochi-city-centre-kochi-688074?deal_types[]=postpaid,South India
Steam N Mugs,Kochi,"Kakkanad, Kochi",Multicuisine,₹1100,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/steam-n-mugs-kakkanad-kochi-686814?deal_types[]=postpaid,South India
History,Kochi,"Brunton Boatyard - CGH Earth, Kochi",Indian,₹1800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/history-brunton-boatyard-cgh-earth-kochi-696255?deal_types[]=postpaid,South India
Pandhal Cafe & Deli,Kochi,"Fort, Kochi",Bakery,₹800,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/pandhal-cafe-deli-fort-kochi-kochi-686900?deal_types[]=postpaid,South India
Edam Art Cafe,Kochi,"Panampilly Nagar, Kochi","Cafe, Multicuisine",₹600,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/edam-art-cafe-panampilly-nagar-684461?deal_types[]=postpaid,South India
Cocoa Tree,Kochi,"Panampilly Nagar, Kochi","Cafe, European",₹500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/cocoa-tree-panampilly-nagar-kochi-707138,South India
10 Degree North,Kochi,"Marriott, Kochi",Finger Food,₹1500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/10-degree-north-marriott-kochi-690627?deal_types[]=postpaid,South India
Timesquare,Kochi,"Daya by Renai, Kochi",Multicuisine,₹1600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/timesquare-daya-by-renai-kochi-697629?deal_types[]=postpaid,South India
Keshia,Kochi,Radisson Blu Kochi,Multicuisine,₹1500,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/keshia-radisson-blu-kochi-671082?deal_types[]=postpaid,South India
Plan B,Kochi,"Fort, Kochi",American,₹1000,3.2,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/plan-b-fort-kochi-kochi-685621?deal_types[]=postpaid,South India
Zoka,Kochi,"Crowne Plaza, Kochi",Pan Asian,₹2000,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/zoka-crowne-plaza-684709?deal_types[]=postpaid,South India
Palaaram,Kochi,"Kadavanthra, Kochi","Kerala, South Indian",₹650,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/palaaram-kadavanthra-kochi-685057?deal_types[]=postpaid,South India
Colony Clubhouse & Grill,Kochi,Grand Hyatt Kochi Bolgatty,Finger Food,₹3000,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/colony-clubhouse-grill-grand-hyatt-kochi-bolgatty-693509?deal_types[]=postpaid,South India
The Bar,Kochi,"Novotel Kochi Infopark, Kakkanad","Finger Food, Cocktail Menu",₹2500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/the-bar-novotel-kochi-infopark-kakkanad-697045?deal_types[]=postpaid,South India
Fennel,Kochi,"Ramada Resort by Wyndham, Kochi",Multicuisine,₹1500,4.6,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/fennel-ramada-resort-by-wyndham-kochi-684778?deal_types[]=postpaid,South India
Areena Bar,Kochi,"Olive Downtown, Kochi",Finger Food,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/areena-lounge-olive-downtown-kochi-694627?deal_types[]=postpaid,South India
Cafe 17,Kochi,"Ravipuram, Kochi","European, American",₹1000,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/cafe-17-ravipuram-kochi-684587?deal_types[]=postpaid,South India
Connexions,Kochi,"Crowne Plaza, Kochi","Finger Food, Cocktail Menu",₹2000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/connexions-crowne-plaza-kochi-688764?deal_types[]=postpaid,South India
Cafe DurBar AFC,Kochi,"Durbar Hall Road, Ernakulam, Kochi",Fast Food,₹300,3.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/cafe-durbar-afc-durbar-hall-road-ernakulam-kochi-685054?deal_types[]=postpaid,South India
Club 11 Hundred,Kochi,"Ramada Resort by Wyndham, Kochi","Finger Food, Cocktail Menu",₹1400,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/club-11-hundred-ernakulam-panampilly-nagar-684767?deal_types[]=postpaid,South India
Black Pearl,Kochi,"Palarivattom, Kochi",Chinese,₹1000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/black-pearl-palarivattom-kochi-687418?deal_types[]=postpaid,South India
Cafe Moon By Sol Kitchen,Kochi,"Vyttila, Kochi",Multicuisine,₹500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/cafe-moon-by-sol-kitchen-vyttila-kochi-kochi-686222?deal_types[]=postpaid,South India
Best Bakers,Kochi,"Toll Junction, Ernakulam, Kochi","Beverages, Desserts",₹300,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/ernakulam/best-bakers-toll-junction-ernakulam-684498?deal_types[]=postpaid,South India
City View Restaurant,Kochi,"Presidency City Centre, Kochi",Multicuisine,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/city-view-restaurant-presidency-city-centre-kochi-703037?deal_types[]=postpaid,South India
Momo & Me,Kochi,"Kakkanad, Kochi",Asian,₹500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/momo-me-kakkanad-kochi-703983?deal_types[]=postpaid,South India
High Bar,Kochi,Radisson Blu Kochi,Multicuisine,₹900,3.3,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/high-bar-radisson-blu-kochi-671075?deal_types[]=postpaid,South India
East India Street Café,Kochi,"Panampilly Nagar, Kochi",Western,₹600,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/kochi/east-india-street-cafe-panampilly-nagar-685682?deal_types[]=postpaid,South India
Hyyper Permit Room Bar,Coimbatore,"Hotel Kiscol Grands, Coimbatore","Finger Food, Cocktail Menu",₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/hyyper-permit-room-bar-hotel-kiscol-grands-coimbatore-698409,South India
Jade By Broadway,Coimbatore,"Avinashi Road, Coimbatore",Multicuisine,₹1000,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/jade-by-broadway-avinashi-road-coimbatore-704398,South India
The Crimson by Broadway,Coimbatore,"Indira Nagar, Coimbatore, Coimbatore","Italian, South Indian",₹1000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/the-crimson-by-broadway-indira-nagar-coimbatore-coimbatore-704400,South India
Sazz Kitchen And Lounge,Coimbatore,"Ukkadam, Coimbatore",Mexican,₹800,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/sazz-kitchen-and-lounge-ukkadam-coimbatore-705132,South India
Little Soi,Coimbatore,"Pudur, Coimbatore",Pan Asian,₹900,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/little-soi-pudur-coimbatore-698961,South India
China Valley,Coimbatore,"Sungam, Coimbatore",Chinese,₹800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/china-valley-sungam-coimbatore-689453?deal_types[]=postpaid,South India
Barbeque Nation,Coimbatore,Coimbatore,"Multicuisine, Barbeque",₹2000,4.7,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/barbeque-nation-coimbatore-662365,South India
Warehouse Bar & Kitchen,Coimbatore,"Kalapatti, Coimbatore",Multicuisine,₹1200,4.2,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/warehouse-bar-kitchen-kalapatti-coimbatore-701039?deal_types[]=postpaid,South India
The living Room,Coimbatore,"Peelamedu, Coimbatore",Multicuisine,₹1200,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/the-living-room-peelamedu-coimbatore-697302?deal_types[]=postpaid,South India
Rasanai,Coimbatore,"Pappanaickenpalayam, Coimbatore",South Indian,₹800,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/rasanai-pappanaickenpalayam-coimbatore-698957,South India
Spice It,Coimbatore,"Ibis Coimbatore City Centre, Coimbatore","Cocktail Menu, Multicuisine",₹950,3.5,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/spice-it-ibis-coimbatore-city-centre-coimbatore-688171?deal_types[]=postpaid,South India
La Cafe - Riders Cult,Coimbatore,"R.S. Puram, Coimbatore",Cafe,₹700,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/la-cafe-riders-cult-rs-puram-coimbatore-692235?deal_types[]=postpaid,South India
Beyond The Stories Bistro & Bar,Coimbatore,"Saibaba Colony, Coimbatore","Cocktail Menu, Finger Food",₹1500,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/beyond-the-stories-bistro-bar-saibaba-colony-coimbatore-704806?deal_types[]=postpaid,South India
Sharief Bhai Biryani,Coimbatore,"R.S. Puram, Coimbatore",Hyderabadi,₹600,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/sharief-bhai-rs-puram-coimbatore-689709,South India
Ninhao Chinese Restaurant,Coimbatore,"Saibaba Colony, Coimbatore","Chinese, Fast Food",₹800,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/ninhao-chinese-restaurant-saibaba-colony-coimbatore-689450?deal_types[]=postpaid,South India
Neydhal The Coast,Coimbatore,"Avinashi Road, Coimbatore","Seafood, South Indian",₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/neydhal-the-coast-avinashi-road-coimbatore-705817?deal_types[]=postpaid,South India
Halab- Taste of Heavens,Coimbatore,"R.S. Puram, Coimbatore",Multicuisine,₹700,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/halab-taste-of-heavens-rs-puram-coimbatore-700187?deal_types[]=postpaid,South India
AB's - Absolute Barbecues,Coimbatore,Coimbatore,"Multicuisine, Barbeque",₹1850,4.3,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/abs-absolute-barbecues-coimbatore-671280?deal_types[]=postpaid,South India
La Cabana,Coimbatore,"Hotel Park Elanza, Coimbatore",Multicuisine,₹2000,4.4,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/la-cabana-hotel-park-elanza-coimbatore-689246?deal_types[]=postpaid,South India
Cream Centre  - Vegetarian Legacy Since 1958,Coimbatore,"Race Course, Coimbatore",Multicuisine,₹1000,4.8,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/cream-centra-vegetarian-legacy-since-1958-race-course-coimbatore-692774?deal_types[]=postpaid,South India
Wah Wah,Coimbatore,"Saibaba Colony, Coimbatore",Asian,₹1000,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/wah-wah-saibaba-colony-coimbatore-706748,South India
Zero Degrees,Coimbatore,"Gokulam Park, Coimbatore",Casual Eclectic,₹1400,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/zero-degrees-gokulam-park-coimbatore-693000?deal_types[]=postpaid,South India
Lord of The Drinks,Coimbatore,"Peelamedu, Coimbatore",Multicuisine,₹1500,3.9,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/lord-of-the-drinks-peelamedu-coimbatore-692836?deal_types[]=postpaid,South India
The Great Kebab Factory,Coimbatore,"Peelamedu, Coimbatore",Indian,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/the-great-kebab-factory-peelamedu-coimbatore-700407?deal_types[]=postpaid,South India
Sherlock's Lounge & Kitchen,Coimbatore,"Brookefields Mall, Ram Nagar",Multicuisine,₹1500,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/sherlocks-lounge-kitchen-brookefields-mall-ram-nagar-691762?deal_types[]=postpaid,South India
Latest Recipe,Coimbatore,Le Méridien Coimbatore,Multicuisine,₹2000,4.1,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/latest-recipe-le-meridien-coimbatore-673363?deal_types[]=postpaid,South India
Chives,Coimbatore,"Siddhapudur, Coimbatore",Multicuisine,₹1000,4.9,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/chives-siddhapudur-coimbatore-700500,South India
MUFASA COIMBATORE,Coimbatore,"Avinashi Road, Coimbatore",Multicuisine,₹1000,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/mufasa-coimbatore-avinashi-road-coimbatore-695260?deal_types[]=postpaid,South India
The bermuda- A Cocktail Commune,Coimbatore,"R.S. Puram, Coimbatore",Indian,₹1200,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/the-bermuda-a-cocktail-commune-rs-puram-coimbatore-697387?deal_types[]=postpaid,South India
24x7 Bytes,Coimbatore,"Gokulam Park, Coimbatore",Multicuisine,₹1200,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/24x7-gokulam-park-coimbatore-692999?deal_types[]=postpaid,South India
Cavern Bar & Kitchen,Coimbatore,"Siddhapudur, Coimbatore","Cocktail Menu, Multicuisine",₹1300,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/the-cavern-at-312-coimbatore-673485?deal_types[]=postpaid,South India
On The Rocks Restobar,Coimbatore,"Vilankurichi, Coimbatore","Finger Food, Cocktail Menu",₹950,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/the-rocks-restobar-vilankurichi-coimbatore-690908?deal_types[]=postpaid,South India
Vap Club,Coimbatore,"Pappanaickenpalayam, Coimbatore","Finger Food, Cocktail Menu",₹1200,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/vap-club-pappanaickenpalayam-coimbatore-700089?deal_types[]=postpaid,South India
Ammani Mess,Coimbatore,"Avinashi Road, Coimbatore",Multicuisine,₹1200,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/ammani-mess-avinashi-road-coimbatore-708145?deal_types[]=postpaid,South India
On The Go,Coimbatore,"Gopalapuram, Coimbatore",Multicuisine,₹700,3.7,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/on-the-go-gopalapuram-coimbatore-691847?deal_types[]=postpaid,South India
U-Turn Bistro,Coimbatore,"Saibaba Colony, Coimbatore","Mexican, Italian",₹600,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/u-turn-bistro-saibaba-colony-coimbatore-691312?deal_types[]=postpaid,South India
Shack Town,Coimbatore,"Saibaba Colony, Coimbatore",Cafe,₹300,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/shack-town-saibaba-colony-coimbatore-692411?deal_types[]=postpaid,South India
Covai Little Italy,Coimbatore,"Thudiyalur, Coimbatore","Italian, Continental",₹700,3.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/covai-little-italy-thudiyalur-coimbatore-694179?deal_types[]=postpaid,South India
Welcomcafe Kovai,Coimbatore,"Welcomhotel By ITC Hotels, Coimbatore",Multicuisine,₹2200,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/welcomcafe-kovai-welcomhotel-by-itc-hotels-coimbatore-683334?deal_types[]=postpaid,South India
Bulls & Bears Bistro,Coimbatore,"R.S. Puram, Coimbatore",Continental,₹800,5.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/bulls-bears-bistro-rs-puram-coimbatore-694144?deal_types[]=postpaid,South India
Tapriwala - The Contemporary Tea Cafe,Coimbatore,"Saibaba Colony, Coimbatore","Fast Food, Multicuisine",₹400,4.5,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/tapriwala-the-contemporary-tea-cafe-saibaba-colony-coimbatore-692450?deal_types[]=postpaid,South India
The UAE- The Uptown Arab Eatery,Coimbatore,"Avinashi Road, Coimbatore",Arabian,₹800,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/the-uae-the-uptown-arab-eatery-avinashi-road-coimbatore-705819?deal_types[]=postpaid,South India
Mekong Restaurant- Darza Resorts,Coimbatore,"Darza Luxury Resorts, Coimbatore",Multicuisine,₹1500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/mekong-restaurant-darza-resorts-darza-luxury-resorts-coimbatore-706097?deal_types[]=postpaid,South India
Cafe D,Coimbatore,"Windstone Residency, Peelamedu","Continental, Italian",₹500,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/cafe-d-windstone-residency-peelamedu-709976?deal_types[]=postpaid,South India
Fork & Knife,Coimbatore,"Peelamedu, Coimbatore","Indian, Italian",₹400,4.0,https://www.eazydiner.comhttps://www.eazydiner.com/coimbatore/fork-knife-peelamedu-coimbatore-698274?deal_types[]=postpaid,South India
